Title,Genre,Director,Country,Release Year,Content Type,Duration,Rating,IMDb Rating,Language,Date Watched,Month,Year
Warrior Nun,Fantasy,Simon Barry,USA,2020.0,TV Series,18 episodes,18+,6.9,English,2021-01-09,1,2021
Warrior Nun,Fantasy,Simon Barry,USA,2020.0,TV Series,18 episodes,18+,6.9,English,2021-01-09,1,2021
Warrior Nun,Fantasy,Simon Barry,USA,2020.0,TV Series,18 episodes,18+,6.9,English,2021-01-09,1,2021
Warrior Nun,Fantasy,Simon Barry,USA,2020.0,TV Series,18 episodes,18+,6.9,English,2021-01-08,1,2021
Furie,Action,Lê V?n Ki?t,Vietnam,2019.0,Movie,98 minutes,18+,6.3,Vietnamese,2021-01-08,1,2021
"Crouching Tiger, Hidden Dragon",Action,Ang Lee,China,2000.0,Movie,120 minutes,12+,7.8,Mandarin,2021-01-07,1,2021
Lost Bullet,Action,Guillaume Pierret,France,2020.0,Movie,92 minutes,18+,6.2,French,2021-01-07,1,2021
We Can Be Heroes,Family,Robert Rodriguez,USA,2020.0,Movie,97 minutes,PG,4.7,English,2021-01-07,1,2021
The Outsider,Thriller,Martin Zandvliet,USA,2018.0,Movie,120 minutes,18+,6.2,English,2021-01-07,1,2021
Tiny Pretty Things,Drama,Michael MacLennan,USA,2020.0,TV Series,10 episodes,18+,6.3,English,2021-01-07,1,2021
Poldark,Drama,Debbie Horsfield,UK,2015.0,TV Series,43 episodes,15+,8.3,English,2021-01-07,1,2021
Criminal,Thriller,Gregory Hoblit,USA,2000.0,Movie,113 minutes,18+,7.0,English,2021-01-07,1,2021
Criminal,Thriller,Gregory Hoblit,USA,2000.0,Movie,113 minutes,18+,7.0,English,2021-01-06,1,2021
Criminal,Thriller,Gregory Hoblit,USA,2000.0,Movie,113 minutes,18+,7.0,English,2021-01-06,1,2021
The Crown,Drama,Peter Morgan,UK,2016.0,TV Series,60 episodes,15+,8.6,English,2021-01-06,1,2021
Criminal,Thriller,Gregory Hoblit,USA,2000.0,Movie,113 minutes,18+,7.0,English,2021-01-06,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-05,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-04,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-03,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-03,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-02,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-01,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2021-01-01,1,2021
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-31,12,2020
The Curious Case of Benjamin Button,Fantasy,David Fincher,USA,2008.0,Movie,166 minutes,12+,7.8,English,2020-12-30,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-30,12,2020
The Perks of Being a Wallflower,Drama,Stephen Chbosky,USA,2012.0,Movie,103 minutes,12+,7.9,English,2020-12-30,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-30,12,2020
Bridgerton,Drama,Chris Van Dusen,USA,2020.0,TV Series,16 episodes,18+,7.4,English,2020-12-29,12,2020
Bridgerton,Drama,Chris Van Dusen,USA,2020.0,TV Series,16 episodes,18+,7.4,English,2020-12-29,12,2020
Bridgerton,Drama,Chris Van Dusen,USA,2020.0,TV Series,16 episodes,18+,7.4,English,2020-12-29,12,2020
Bridgerton,Drama,Chris Van Dusen,USA,2020.0,TV Series,16 episodes,18+,7.4,English,2020-12-28,12,2020
Bridgerton,Drama,Chris Van Dusen,USA,2020.0,TV Series,16 episodes,18+,7.4,English,2020-12-28,12,2020
Bridgerton,Drama,Chris Van Dusen,USA,2020.0,TV Series,16 episodes,18+,7.4,English,2020-12-28,12,2020
Bridgerton,Drama,Chris Van Dusen,USA,2020.0,TV Series,16 episodes,18+,7.4,English,2020-12-28,12,2020
Bridgerton,Drama,Chris Van Dusen,USA,2020.0,TV Series,16 episodes,18+,7.4,English,2020-12-28,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-27,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-26,12,2020
Ocean's 8,Comedy,Gary Ross,USA,2018.0,Movie,110 minutes,12+,6.3,English,2020-12-25,12,2020
The Holiday,Romance,Nancy Meyers,USA,2006.0,Movie,136 minutes,12+,6.9,English,2020-12-25,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-24,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-23,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-23,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-23,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-22,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-22,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-22,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-22,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-22,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-22,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-22,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-22,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-21,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-21,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-21,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-21,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-21,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-20,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-20,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-20,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-20,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-20,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-20,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-19,12,2020
Ava,Action,Tate Taylor,USA,2020.0,Movie,96 minutes,18+,5.4,English,2020-12-19,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-18,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-18,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-18,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-17,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-17,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-17,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-17,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-15,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-14,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-14,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-14,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-14,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-14,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-13,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-12,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-12,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-12,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-12,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-12,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-12,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-12,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-11,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-11,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-11,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-11,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-11,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-10,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-10,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-10,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-10,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-10,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-10,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-10,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-09,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-09,12,2020
The Bourne Legacy,Action,Tony Gilroy,USA,2012.0,Movie,135 minutes,12+,6.6,English,2020-12-09,12,2020
The Queen's Gambit,Drama,Scott Frank,USA,2020.0,TV Series,7 episodes,15+,8.6,English,2020-12-08,12,2020
Dawson's Creek,Drama,Kevin Williamson,USA,1998.0,TV Series,128 episodes,12+,6.8,English,2020-12-08,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-08,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-08,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-08,12,2020
Taking Lives,Thriller,D.J. Caruso,USA,2004.0,Movie,103 minutes,18+,6.2,English,2020-12-07,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-07,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-06,12,2020
Poseidon,Action,Wolfgang Petersen,USA,2006.0,Movie,98 minutes,12+,5.7,English,2020-12-06,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-06,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-05,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-05,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-02,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-02,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-02,12,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-12-02,12,2020
The Queen's Gambit,Drama,Scott Frank,USA,2020.0,TV Series,7 episodes,15+,8.6,English,2020-11-28,11,2020
The Queen's Gambit,Drama,Scott Frank,USA,2020.0,TV Series,7 episodes,15+,8.6,English,2020-11-28,11,2020
The Queen's Gambit,Drama,Scott Frank,USA,2020.0,TV Series,7 episodes,15+,8.6,English,2020-11-28,11,2020
Jack Reacher,Action,Christopher McQuarrie,USA,2012.0,Movie,130 minutes,15+,7.0,English,2020-11-27,11,2020
Dawson's Creek,Drama,Kevin Williamson,USA,1998.0,TV Series,128 episodes,12+,6.8,English,2020-11-26,11,2020
Dawson's Creek,Drama,Kevin Williamson,USA,1998.0,TV Series,128 episodes,12+,6.8,English,2020-11-26,11,2020
Girlfriends,Comedy,Mara Brock Akil,USA,2000.0,TV Series,172 episodes,15+,7.2,English,2020-11-26,11,2020
Designated Survivor,Political,Yoo Jong-sun,South Korea,2019.0,TV Series,16 episodes,15+,7.7,Korean,2020-11-25,11,2020
Dawson's Creek,Drama,Kevin Williamson,USA,1998.0,TV Series,128 episodes,12+,6.8,English,2020-11-24,11,2020
Shadowhunters,Fantasy,Ed Decter,USA,2016.0,TV Series,55 episodes,15+,6.5,English,2020-11-24,11,2020
Shadowhunters,Fantasy,Ed Decter,USA,2016.0,TV Series,55 episodes,15+,6.5,English,2020-11-23,11,2020
Dawson's Creek,Drama,Kevin Williamson,USA,1998.0,TV Series,128 episodes,12+,6.8,English,2020-11-22,11,2020
Dawson's Creek,Drama,Kevin Williamson,USA,1998.0,TV Series,128 episodes,12+,6.8,English,2020-11-21,11,2020
